CST_ID,存款往來年限,AGE,Gender,子女數,職業別,婚姻狀況,教育程度,優利通訊地區,優利戶籍地區,lineid,是否有FEDIRECT,計績AO,計績分行,最早開戶日,dep_mobil,dep_email,存款電子帳單,外幣數,平均存款餘額,台幣活存餘額,台幣定存餘額,外幣活存餘額,外幣定存餘額,其他餘額,總帳戶數,銷帳戶數,有效戶數,靜止戶數,台幣活存數,台幣定存數,外幣活存數,外幣定存數,其他,曾為秘密戶,曾為薪轉戶,曾為證券戶,行員,未消_外幣數,未消_台幣活存數,未消_台幣定存數,未消_外幣活存數,未消_外幣定存數,未消_其他,存_接受DM,存_接受TM,存_接受SMS,存_接受EDM,有效日期,ORIG_PD_ID,CST_CDG_CDG_OCC_CD,CST_CDG_CDG_ICM_AMT,CST_RWB_BAL_AS12_AVGA,CST_RWB_RWB_TENURE_YER,CST_RWB_RWB_KYCRISC_CD,CST_RWB_RWB_CD12_AMT,CST_RWB_RWB_4RWB12_CD,CST_RWB_RWB_5RWB12_CD,CST_RWB_RWB_11RWB12_CD,CST_RWB_RWB_14RWB_CNT,CST_RWB_VAL_CDF_AMT,CST_RWB_VAL_OUMAXCDF_AMT,CST_RWB_VAL_TOMAXCDF_AMT,CST_RWB_VAL_CDSOW12_RT,CST_RWB_HG_13HG_AMT,CCD_CUM_MLA_SP24_AMT,CCD_CUM_MLA_TOT24_AMT,CCD_CUM_MLA_SP7AMT24_RT,CCD_CUM_MLA_TOT12_AMT,AL_BAL_TBL_TOCD12_AMT,AL_BAL_TBL_TOSP99_BL,AL_BAL_TBL_SE7DPTSA12_RT,DEP_AVG_BAL_AMT,NT_INVSM_BAL_INCLD_PREPAID,NT_CMLV_PREM_AMT,AUM,TAG_投資理財:保守型,TAG_投資理財:基金投資,TAG_投資理財:房地產,TAG_投資理財:積極型,TAG_投資理財:股票投資,TAG_金融服務:信用卡,TAG_金融服務:外匯交易,TAG_金融服務:定存,TAG_金融服務:貸款,TAG_金融服務:開戶,區域,產業,投資標的
5666518,14.0,60.0,女,0.0,自由業、攤販,已婚,大學,1.北區,1.北區,0.0,0,63732.0,39.0,20050617,1,0,0,5,1430000,190000,0,320000,920000,0,7,0,7,0,1,0,4,2,0,0,0,0,0,5,1,0,4,2,0,1,1,1,1,2019-09-17,FG04,家管,500000.0,1490601.0,14.536,5.0,99845.0,822,812,812.0,9.0,150.0,400000.0,400000.0,0.25298000000000004,96563.0,124206.0,235676.0,52.70201,96563.0,394678.0,2051000.0,0.0,1350221.988,461239.59,0.0,1811461.578,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0
1760187,5.0,38.0,女,0.0,金融業,未知,碩士,1.北區,1.北區,0.0,1,99999991.0,29.0,20140605,1,1,1,3,340000,320000,0,20000,0,0,15,7,8,0,3,7,5,0,0,0,1,0,1,3,3,0,5,0,0,0,0,0,0,2019-09-17,DE61,金融業,560000.0,491987.0,12.019,4.0,234568.0,822,013,806.0,7.0,200.0,200000.0,200000.0,0.40071,398438.0,172392.0,449512.0,38.35092,398438.0,585380.0,488000.0,0.0,531555.1429999999,0.0,0.0,531555.1429999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1
932346,26.0,62.0,女,0.0,製造業,未知,高中職,1.北區,未知,0.0,0,99999991.0,10.0,19931123,1,0,0,1,120000,120000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,2019-09-17,DD03,製造業,700000.0,289140.0,26.103,5.0,0.0,0,0,0.0,0.0,200.0,0.0,0.0,0.0,85554.0,554.0,85554.0,0.64754,85554.0,0.0,0.0,0.0,243513.566,2000000.0,0.0,2243513.566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,0
3284556,4.0,59.0,男,3.0,營造業,已婚,高中職,3.南區,3.南區,0.0,1,92851.0,54.0,20151208,1,1,0,2,3000000,1550000,0,1450000,0,0,4,0,4,0,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,1,1,1,1,2019-09-17,AR12,農、牧、狩獵、林及伐木業,500000.0,5744023.0,18.067,5.0,69184.0,013,021,0.0,6.0,150.0,200000.0,200000.0,0.14862,59605.0,0.0,184177.0,0.0,59605.0,465519.0,0.0,0.0,2985525.015,3309540.0,0.0,6295065.015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0
1063096,9.0,61.0,女,2.0,製造業,已婚,高中職,3.南區,3.南區,0.0,0,59915.0,52.0,20100730,1,1,0,2,100000,0,0,100000,0,0,3,1,2,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-17,BL10,待業中,0.0,273305.0,9.419,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360779.933,316113.0,0.0,676892.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
3937512,21.0,51.0,女,0.0,自由業、攤販,未知,碩士,3.南區,3.南區,0.0,0,91068.0,7.0,19980821,1,1,0,8,2720000,10000,0,2330000,380000,0,17,6,10,1,2,2,7,6,0,0,0,0,0,8,2,0,7,2,0,0,0,0,0,2019-09-17,BL10,待業中,820000.0,10034817.0,21.36,4.0,170204.0,807,012,807.0,13.0,250.0,1000000.0,1000000.0,0.07987999999999999,186623.0,319415.0,321582.0,99.32614,186623.0,2130836.0,0.0,0.0,2614401.511,2532100.6,5964320.46,11110822.571,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1
4238575,0.0,57.0,男,0.0,非高度專業服務業,未婚,專科,3.南區,3.南區,1.0,0,99999991.0,6.0,20190917,1,1,0,2,20710000,1100000,19500000,110000,0,0,7,0,7,0,1,5,1,0,0,0,0,0,0,2,1,5,1,0,0,1,1,1,1,2019-09-18,FG75,製造業,0.0,15173992.0,0.28600000000000003,5.0,0.0,A82,007,0.0,6.0,300.0,1000000.0,1000000.0,0.0,6971.0,5971.0,6971.0,85.65486,6971.0,411132.0,0.0,0.0,20967341.64,1280331.0,0.0,22247672.64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
3854958,3.0,46.0,男,2.0,金融業,已婚,專科,1.北區,1.北區,0.0,0,89141.0,24.0,20161114,1,1,1,3,130000,120000,0,0,0,0,4,0,4,0,2,0,2,0,0,0,1,0,1,3,2,0,2,0,0,1,1,1,1,2019-09-18,AC12,金融業,900000.0,512852.0,18.36,5.0,265398.0,012,0,0.0,4.0,400.0,300000.0,400000.0,0.98748,272164.0,129231.0,543247.0,23.78863,272164.0,268762.0,9937000.0,0.0,146041.966,985626.0,0.0,1131667.966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
3506991,11.0,59.0,男,2.0,製造業,已婚,大學,1.北區,1.北區,1.0,0,94041.0,10.0,20080912,1,1,1,4,160000,90000,0,70000,0,0,4,0,4,0,1,0,3,0,0,0,0,0,0,4,1,0,3,0,0,1,1,1,1,2019-09-18,AL09,退休,0.0,902730.0,19.911,4.0,0.0,0,0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183247.961,5917177.6839999985,0.0,6100425.645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
4238575,0.0,57.0,男,0.0,非高度專業服務業,未婚,專科,3.南區,3.南區,1.0,0,99999991.0,6.0,20190917,1,1,0,2,20710000,1100000,19500000,110000,0,0,7,0,7,0,1,5,1,0,0,0,0,0,0,2,1,5,1,0,0,1,1,1,1,2019-09-18,AC83,製造業,0.0,15173992.0,0.28600000000000003,5.0,0.0,A82,007,0.0,6.0,300.0,1000000.0,1000000.0,0.0,6971.0,5971.0,6971.0,85.65486,6971.0,411132.0,0.0,0.0,20967341.64,1280331.0,0.0,22247672.64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
945847,16.0,43.0,男,1.0,金融業,已婚,大學,1.北區,1.北區,1.0,1,98018.0,9.0,20031028,1,1,1,2,730000,730000,0,0,0,0,11,6,5,0,4,6,1,0,0,0,1,1,1,2,4,0,1,0,0,1,1,1,1,2019-09-18,DG22,金融業,500000.0,718413.0,16.175,4.0,9541.0,081,807,13.0,16.0,200.0,300000.0,300000.0,0.02821,9541.0,0.0,32484.0,0.0,9541.0,338259.0,0.0,0.0,690043.452,0.0,0.0,690043.452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
2017525,19.0,52.0,女,2.0,非高度專業服務業,已婚,大學,1.北區,1.北區,0.0,0,15412.0,26.0,20001229,1,1,0,10,3460000,1640000,0,1090000,730000,0,56,42,14,0,4,0,9,43,0,0,1,1,0,10,3,0,9,2,0,0,0,0,0,2019-09-18,BL10,服務業,1200000.0,16108069.0,19.005,5.0,0.0,0,0,0.0,0.0,290.0,0.0,0.0,0.0,7456.0,587.0,14735.0,3.98371,7456.0,0.0,40623000.0,1.43882,2083912.724,10739074.167,4360130.784,17183117.675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
975170,22.0,56.0,女,0.0,製造業,未知,專科,1.北區,未知,0.0,0,96980.0,27.0,19970821,1,1,1,4,1700000,500000,0,1200000,0,0,8,4,4,0,1,2,3,2,0,0,0,0,0,4,1,0,3,0,0,0,1,0,0,2019-09-18,BL08,家管,0.0,3178841.0,22.36,5.0,89067.0,013,0,0.0,3.0,204.0,100000.0,204000.0,0.68886,106838.0,114102.0,269761.0,42.29744,106838.0,129297.0,0.0,0.0,1574555.439,1565512.0,0.0,3140067.439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
938909,15.0,38.0,女,0.0,金融業,已婚,大學,1.北區,1.北區,0.0,1,99698.0,33.0,20040217,1,1,1,2,1470000,650000,800000,20000,0,0,147,138,9,0,3,142,2,0,0,0,1,0,1,2,3,4,2,0,0,1,1,1,1,2019-09-18,FD13,金融業,600000.0,5895520.0,15.868,5.0,140730.0,013,812,0.0,4.0,50.0,300000.0,300000.0,0.65788,153411.0,124822.0,321701.0,38.80063,153411.0,213913.0,0.0,0.0,1457470.573,4301000.0,0.0,5758470.573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0
1022262,19.0,19.0,男,0.0,未知,未知,高中職,3.南區,3.南區,0.0,0,99999991.0,6.0,20000421,1,1,1,4,900000,320000,560000,20000,0,0,317,299,18,0,5,287,4,21,0,0,0,1,0,4,5,9,4,0,0,1,1,1,1,2019-09-18,FR52,學生,0.0,1539049.0,19.692,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28105,922048.047,486384.916,325552.0,1733984.9630000002,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1760187,5.0,38.0,女,0.0,金融業,未知,碩士,1.北區,1.北區,0.0,1,99999991.0,29.0,20140605,1,1,1,3,340000,320000,0,20000,0,0,15,7,8,0,3,7,5,0,0,0,1,0,1,3,3,0,5,0,0,0,0,0,0,2019-09-18,DE61,金融業,560000.0,491987.0,12.019,4.0,234568.0,822,013,806.0,7.0,200.0,200000.0,200000.0,0.40071,398438.0,172392.0,449512.0,38.35092,398438.0,585380.0,488000.0,0.0,531555.1429999999,0.0,0.0,531555.1429999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1
938895,20.0,47.0,男,1.0,製造業,已婚,大學,2.中區,2.中區,1.0,0,43500.0,59.0,19991001,1,1,1,4,50000,20000,0,20000,0,0,25,21,4,0,1,9,3,12,0,0,1,0,0,4,1,0,3,0,0,1,1,1,1,2019-09-18,FD34,製造業,0.0,1469306.0,20.247,4.0,0.0,0,0,0.0,0.0,300.0,0.0,0.0,0.0,33544.0,29103.0,87815.0,33.14126,51678.0,0.0,5600000.0,0.0,53026.245,554880.0,616585.0,1224491.245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
985146,22.0,54.0,女,2.0,家管,已婚,高中職,3.南區,3.南區,0.0,0,4706.0,11.0,19970513,1,1,1,11,2110000,50000,0,1050000,1020000,0,268,248,20,0,1,45,14,208,0,1,0,0,0,11,1,0,10,9,0,0,0,0,0,2019-09-18,AC83,自由業、攤販,600000.0,10501305.0,22.632,5.0,5577.0,803,822,0.0,4.0,200.0,67000.0,200000.0,0.05587,0.0,22052.0,30294.0,72.79329,0.0,99813.0,15287000.0,0.0,2578431.3230000003,9166321.72,0.0,11744753.043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1
5735710,10.0,61.0,女,2.0,未知,已婚,高中職,2.中區,2.中區,0.0,0,8932.0,22.0,20091030,1,0,0,2,190000,130000,0,70000,0,0,4,1,3,0,2,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2019-09-18,BL10,家管,0.0,733289.0,10.169,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399262.7,1719052.6,0.0,2118315.3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1
3854958,3.0,46.0,男,2.0,金融業,已婚,專科,1.北區,1.北區,0.0,0,89141.0,24.0,20161114,1,1,1,3,130000,120000,0,0,0,0,4,0,4,0,2,0,2,0,0,0,1,0,1,3,2,0,2,0,0,1,1,1,1,2019-09-18,AL10,金融業,900000.0,512852.0,18.36,5.0,265398.0,012,0,0.0,4.0,400.0,300000.0,400000.0,0.98748,272164.0,129231.0,543247.0,23.78863,272164.0,268762.0,9937000.0,0.0,146041.966,985626.0,0.0,1131667.966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
1104588,12.0,44.0,女,0.0,未知,未知,高中職,2.中區,3.南區,0.0,0,15431.0,6.0,20071121,1,0,0,1,20000,20000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2019-09-19,BL10,批發、零售業,0.0,333094.0,12.108,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20584.323,500000.0,0.0,520584.323,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1148336,8.0,59.0,女,0.0,未知,已婚,高中職,1.北區,1.北區,0.0,0,96215.0,28.0,20110706,1,1,0,4,10000,0,0,10000,0,0,4,0,4,0,1,0,3,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,2019-09-19,FR52,其他,0.0,120539.0,8.484,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642.702,126180.2,0.0,128822.902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0
10164529,2.0,29.0,男,0.0,營造業,未知,大學,2.中區,2.中區,1.0,0,99999991.0,49.0,20170313,1,1,1,2,90000,90000,0,0,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-19,DR11,營造業,800000.0,110873.0,2.798,4.0,0.0,0,0,0.0,0.0,300.0,0.0,0.0,0.0,10875.0,0.0,10875.0,0.0,10875.0,0.0,0.0,0.0,72013.032,72000.0,0.0,144013.032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
7901030,4.0,49.0,男,2.0,電腦電子業,已婚,碩士,1.北區,1.北區,0.0,0,92470.0,43.0,20150817,1,0,0,2,90000,90000,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-19,FD02,資訊業,3600000.0,1179947.0,4.371,5.0,0.0,0,0,0.0,0.0,220.0,0.0,0.0,0.0,1687.0,3151.0,3151.0,100.0,1687.0,0.0,18678000.0,0.0,357437.484,1279000.0,0.0,1636437.4840000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0
4126,19.0,47.0,男,0.0,金融業,未知,大學,1.北區,1.北區,0.0,1,96298.0,30.0,20000425,1,1,1,5,2800000,2190000,0,170000,440000,0,29,16,13,0,7,0,8,14,0,0,1,0,1,5,4,0,7,2,0,1,1,1,1,2019-09-19,BL09,金融業,600000.0,4121565.0,19.681,5.0,46264.0,822,012,822.0,2.0,204.0,200000.0,204000.0,0.76255,48370.0,110939.0,178433.0,62.17404000000001,48370.0,60670.0,0.0,0.0,2862807.345,1705172.0,64152.0,4632131.345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
470230,22.0,74.0,男,0.0,教育機關,已婚,碩士,2.中區,2.中區,0.0,0,48526.0,50.0,19970604,1,1,0,2,3730000,520000,3200000,20000,0,0,105,96,9,0,3,98,1,3,0,1,0,0,0,2,2,6,1,0,0,1,1,1,1,2019-09-19,BL10,公教人員,500000.0,15058909.0,22.572,5.0,75947.0,0,0,0.0,2.0,240.0,400000.0,400000.0,1.0,0.0,10999.0,138561.0,7.93802,87941.0,75947.0,0.0,0.0,3681194.303,10537100.0,3287470.0,17505764.303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1
926274,20.0,38.0,女,2.0,金融業,已婚,大學,1.北區,1.北區,1.0,1,68591.0,15.0,19991012,1,1,1,2,6970000,620000,6350000,0,0,0,359,298,61,0,6,352,1,0,0,0,1,1,1,2,5,55,1,0,0,1,1,1,1,2019-09-19,AR04,金融業,500000.0,7784043.0,20.218,5.0,269417.0,017,960,0.0,5.0,150.0,280000.0,280000.0,0.92919,327762.0,200736.0,519124.0,38.66822,327762.0,289949.0,0.0,0.0,6948898.387,461000.0,374402.0,7784300.387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
5715089,19.0,38.0,男,2.0,金融業,已婚,大學,1.北區,1.北區,0.0,1,92911.0,1.0,20001012,1,1,1,3,620000,620000,0,0,0,0,8,1,6,1,4,1,3,0,0,0,1,0,1,3,4,0,3,0,0,1,1,1,1,2019-09-19,AC12,金融業,1000000.0,1152501.0,19.218,4.0,13906.0,812,013,0.0,5.0,150.0,300000.0,300000.0,0.024,13914.0,23024.0,51878.0,44.38105,13914.0,579402.0,0.0,0.0,987384.695,631000.0,0.0,1618384.695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
3248015,27.0,55.0,男,0.0,製造業,已婚,大學,1.北區,2.中區,0.0,0,62784.0,14.0,19920608,1,1,0,3,1270000,420000,0,250000,600000,0,31,24,6,1,2,0,2,27,0,0,1,0,0,3,2,0,2,3,0,1,1,1,1,2019-09-19,BL10,待業中,230000.0,1845562.0,27.561,5.0,102255.0,0,0,0.0,1.0,240.0,0.0,240000.0,1.0,0.0,89094.0,224219.0,39.73526,62811.0,102255.0,0.0,0.0,1226984.571,762572.4,0.0,1989556.971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
3613384,0.0,48.0,女,2.0,金融業,未知,大學,3.南區,3.南區,1.0,0,99999991.0,6.0,20190820,1,1,1,3,4070000,890000,1200000,760000,1220000,0,6,1,5,0,2,1,2,1,0,0,1,0,1,3,2,1,2,0,0,1,1,1,1,2019-09-19,AC81,金融業,0.0,3233592.0,19.809,5.0,0.0,008,803.0,0.0,5.0,150.0,200000.0,200000.0,0.0,16070.0,14090.0,16070.0,87.6789,16070.0,46164.0,0.0,0.0,4070755.767,970496.0,0.0,5041251.767,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
3003483,7.0,55.0,女,0.0,批發、零售業,未知,專科,2.中區,2.中區,0.0,0,67286.0,22.0,20120911,1,1,0,3,310000,0,0,130000,180000,0,38,35,3,0,1,8,2,27,0,0,0,0,0,3,1,0,2,0,0,1,1,1,1,2019-09-19,BL11,服務業,400000.0,2437365.0,11.992,5.0,0.0,812,822,812.0,5.0,50.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,19589.0,0.0,0.0,125649.81,840675.281,2408874.12,3375199.211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
7833586,7.0,43.0,女,2.0,未知,已婚,碩士,1.北區,1.北區,0.0,0,77547.0,33.0,20121218,1,1,1,2,10000,0,0,10000,0,0,12,10,2,0,1,0,1,10,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-19,AC11,家管,0.0,604037.0,7.035,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8467.543,899028.0,0.0,907495.543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0
1423,27.0,50.0,女,0.0,金融業,未知,大學,3.南區,3.南區,0.0,1,5268.0,21.0,19920411,1,1,1,8,5170000,2780000,1600000,170000,620000,0,133,100,33,0,17,91,14,11,0,0,1,1,1,8,8,9,13,3,0,1,1,1,1,2019-09-20,BL07,金融業,1000000.0,16220887.0,27.72,5.0,160072.0,013,808,50.0,8.0,400.0,400000.0,400000.0,0.56374,153434.0,87744.0,332191.0,26.41372,156332.0,283945.0,0.0,1.76226,5181222.709,1527036.0280000004,11136677.43,17844936.167,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1
7901030,4.0,49.0,男,2.0,電腦電子業,已婚,碩士,1.北區,1.北區,0.0,0,92470.0,43.0,20150817,1,0,0,2,90000,90000,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-20,FD15,資訊業,3600000.0,1179947.0,4.371,5.0,0.0,0,0,0.0,0.0,220.0,0.0,0.0,0.0,1687.0,3151.0,3151.0,100.0,1687.0,0.0,18678000.0,0.0,357437.484,1279000.0,0.0,1636437.4840000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0
1015108,20.0,54.0,女,0.0,政府機關,已婚,大學,1.北區,1.北區,0.0,0,63538.0,30.0,19991115,1,1,1,2,30000,20000,0,10000,0,0,27,25,2,0,1,17,1,8,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-20,AC83,其他,700000.0,635748.0,20.125,5.0,0.0,0,0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34929.756,967847.688,0.0,1002777.444,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1
4174892,21.0,62.0,女,0.0,公營事業,已婚,碩士,1.北區,1.北區,0.0,0,78211.0,25.0,19980512,1,1,0,2,230000,190000,0,40000,0,0,14,12,2,0,3,6,1,4,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-20,BL07,政府機關,1500000.0,978970.0,21.634,3.0,1101.0,808.0,822,808.0,5.0,600.0,350000.0,400000.0,0.00144,0.0,0.0,0.0,0.0,0.0,766321.0,12000000.0,0.0,218892.295,590097.47,200000.0,1008989.765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
4463934,0.0,38.0,女,0.0,水電燃氣業,未知,高中職,2.中區,2.中區,1.0,0,67286.0,22.0,20190920,1,1,1,2,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-09-20,AL09,製造業,0.0,50000.0,0.278,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,50000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1
8394217,6.0,79.0,男,4.0,未知,已婚,高中職,1.北區,1.北區,0.0,0,43500.0,59.0,20130502,1,1,0,2,870000,60000,0,810000,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2019-09-20,IN20,退休,0.0,1387706.0,6.6610000000000005,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939118.367,1141017.4,0.0,2080135.767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0
1014761,12.0,71.0,女,1.0,自由業、攤販,已婚,大學,3.南區,3.南區,0.0,0,96395.0,54.0,20070416,1,1,1,3,3960000,10000,0,1010000,2950000,0,25,21,4,0,2,0,3,20,0,0,0,0,0,3,1,0,2,1,0,1,0,0,1,2019-09-20,AC83,其他,300000.0,3620973.0,18.051,3.0,6167.0,822,807,0.0,3.0,130.0,390000.0,390000.0,0.03185,6779.0,0.0,20432.0,0.0,6779.0,193635.0,0.0,0.0,1283259.259,2900124.829,1000000.0,5183384.088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1
2176245,13.0,63.0,女,1.0,醫院,已婚,高中職,3.南區,3.南區,0.0,0,40021.0,6.0,20060523,1,1,1,6,1350000,70000,1000000,160000,110000,0,42,31,11,0,2,22,5,13,0,0,0,1,0,6,2,2,5,2,0,0,0,0,0,2019-09-20,DR07,其他,500000.0,5267215.0,14.202,5.0,423.0,808,812,0.0,3.0,150.0,150000.0,150000.0,0.01188,98.0,180.0,521.0,34.54894,98.0,35603.0,0.0,17.59577,1341531.708,417760.004,5646576.12,7405867.832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
2407,14.0,41.0,男,0.0,未知,未知,大學,1.北區,3.南區,0.0,1,92911.0,33.0,20050316,1,1,0,2,250000,250000,0,0,0,0,8,2,6,0,5,0,2,1,0,0,1,1,1,2,4,0,2,0,0,1,1,1,1,2019-09-20,AC20,金融業,700000.0,377381.0,15.142,3.0,373753.0,013,012,13.0,5.0,200.0,220000.0,220000.0,0.73842,412968.0,358705.0,849176.0,42.24154,412968.0,506154.0,0.0,0.00212,217806.661,0.0,443889.288,661695.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
2176245,13.0,63.0,女,1.0,醫院,已婚,高中職,3.南區,3.南區,0.0,0,40021.0,6.0,20060523,1,1,1,6,1350000,70000,1000000,160000,110000,0,42,31,11,0,2,22,5,13,0,0,0,1,0,6,2,2,5,2,0,0,0,0,0,2019-09-20,DC13,其他,500000.0,5267215.0,14.202,5.0,423.0,808,812,0.0,3.0,150.0,150000.0,150000.0,0.01188,98.0,180.0,521.0,34.54894,98.0,35603.0,0.0,17.59577,1341531.708,417760.004,5646576.12,7405867.832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
17540,8.0,35.0,女,0.0,未知,未知,大學,2.中區,2.中區,0.0,1,98764.0,1.0,20110913,1,1,1,2,150000,140000,0,10000,0,0,4,0,4,0,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2019-09-20,FG75,製造業,0.0,747121.0,8.297,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145490.47,710530.0,0.0,856020.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
