CST_ID,存款往來年限,AGE,Gender,子女數,職業別,婚姻狀況,教育程度,優利通訊地區,優利戶籍地區,lineid,是否有FEDIRECT,計績AO,計績分行,最早開戶日,dep_mobil,dep_email,存款電子帳單,外幣數,平均存款餘額,台幣活存餘額,台幣定存餘額,外幣活存餘額,外幣定存餘額,其他餘額,總帳戶數,銷帳戶數,有效戶數,靜止戶數,台幣活存數,台幣定存數,外幣活存數,外幣定存數,其他,曾為秘密戶,曾為薪轉戶,曾為證券戶,行員,未消_外幣數,未消_台幣活存數,未消_台幣定存數,未消_外幣活存數,未消_外幣定存數,未消_其他,存_接受DM,存_接受TM,存_接受SMS,存_接受EDM,有效日期,ORIG_PD_ID,CST_CDG_CDG_OCC_CD,CST_CDG_CDG_ICM_AMT,CST_RWB_BAL_AS12_AVGA,CST_RWB_RWB_TENURE_YER,CST_RWB_RWB_KYCRISC_CD,CST_RWB_RWB_CD12_AMT,CST_RWB_RWB_4RWB12_CD,CST_RWB_RWB_5RWB12_CD,CST_RWB_RWB_11RWB12_CD,CST_RWB_RWB_14RWB_CNT,CST_RWB_VAL_CDF_AMT,CST_RWB_VAL_OUMAXCDF_AMT,CST_RWB_VAL_TOMAXCDF_AMT,CST_RWB_VAL_CDSOW12_RT,CST_RWB_HG_13HG_AMT,CCD_CUM_MLA_SP24_AMT,CCD_CUM_MLA_TOT24_AMT,CCD_CUM_MLA_SP7AMT24_RT,CCD_CUM_MLA_TOT12_AMT,AL_BAL_TBL_TOCD12_AMT,AL_BAL_TBL_TOSP99_BL,AL_BAL_TBL_SE7DPTSA12_RT,DEP_AVG_BAL_AMT,NT_INVSM_BAL_INCLD_PREPAID,NT_CMLV_PREM_AMT,AUM,TAG_投資理財:保守型,TAG_投資理財:基金投資,TAG_投資理財:房地產,TAG_投資理財:積極型,TAG_投資理財:股票投資,TAG_金融服務:信用卡,TAG_金融服務:外匯交易,TAG_金融服務:定存,TAG_金融服務:貸款,TAG_金融服務:開戶,區域,產業,投資標的
2541364,6.0,69.0,男,3.0,自由業、攤販,已婚,專科,1.北區,1.北區,0.0,0,74101.0,59.0,20130419,1,1,0,4,30000,10000,0,20000,0,0,4,0,4,0,1,0,3,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,2019-07-19,BL10,自由業、攤販,2400000.0,6237700.0,13.054,5.0,347.0,808,013,0.0,5.0,200.0,350000.0,350000.0,0.00426,351.0,0.0,698.0,0.0,351.0,81550.0,5933000.0,0.0,155380.99800000002,2782208.271,6599235.2,9536824.469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1
10907790,3.0,4.0,男,0.0,未知,未知,未知,1.北區,1.北區,0.0,0,99999991.0,27.0,20160316,1,1,1,2,80000,40000,0,40000,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-07-19,FG75,其他,0.0,139395.0,3.79,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60406.07900000001,149927.88,0.0,210333.959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
978040,12.0,40.0,女,0.0,醫院,已婚,碩士,1.北區,1.北區,0.0,0,82882.0,9.0,20071116,1,1,1,2,130000,120000,0,10000,0,0,10,7,3,0,2,2,1,5,0,0,1,1,0,2,2,0,1,0,0,1,1,1,1,2019-07-19,FR52,醫院,750000.0,1606611.0,12.122,5.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,3175.0,56244.0,155337.0,36.20773,3175.0,0.0,1366000.0,28.81932,141926.829,171000.0,1370614.0,1683540.829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
8510800,6.0,38.0,男,1.0,非高度專業服務業,已婚,碩士,1.北區,1.北區,0.0,1,75735.0,38.0,20130626,1,1,1,3,30000,30000,0,10000,0,0,46,40,6,0,3,40,3,0,0,0,0,1,0,3,3,0,3,0,0,0,0,0,0,2019-07-19,AC20,製造業,500000.0,337497.0,6.533,5.0,11977.0,822,808,822.0,7.0,150.0,190000.0,190000.0,0.14662,13639.0,7263.0,64022.0,11.34454,13639.0,81686.0,3722000.0,53.2227,41274.278,120000.0,209784.0,371058.278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
2171767,15.0,52.0,女,2.0,教育機關,已婚,大學,3.南區,3.南區,0.0,0,13994.0,54.0,20040109,1,1,1,3,1500000,20000,1000000,480000,0,0,11,4,6,1,3,6,2,0,0,0,0,0,0,3,3,2,2,0,0,1,1,1,1,2019-07-22,AR12,自由業、攤販,700000.0,6860894.0,18.128,5.0,25639.0,807,013,0.0,5.0,170.0,250000.0,250000.0,0.03386,92313.0,13239.0,92713.0,14.27955,92313.0,757109.0,0.0,0.0,1262195.106,7225440.0,996190.0,9483825.106,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0
1030277,22.0,76.0,女,0.0,自由業、攤販,未知,高中職,3.南區,3.南區,0.0,0,5268.0,7.0,19971030,0,0,0,3,2750000,1430000,1000000,10000,310000,0,14,8,6,0,2,7,2,3,0,0,0,1,0,3,2,1,2,1,0,1,1,1,1,2019-07-22,BL10,其他,230000.0,2866450.0,22.169,3.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.26796,2566813.377,365371.0,0.0,2932184.377,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1129812,15.0,48.0,男,1.0,未知,已婚,博士,3.南區,3.南區,1.0,0,5408.0,16.0,20040615,1,1,1,2,1850000,1850000,0,0,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,2,1,0,1,0,0,1,1,1,1,2019-07-22,DD17,教育機關,0.0,6320622.0,15.542,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3518806.2810000004,6448424.0,0.0,9967230.281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
1014761,12.0,71.0,女,1.0,自由業、攤販,已婚,大學,3.南區,3.南區,0.0,0,96395.0,54.0,20070416,1,1,1,3,3960000,10000,0,1010000,2950000,0,25,21,4,0,2,0,3,20,0,0,0,0,0,3,1,0,2,1,0,1,0,0,1,2019-07-22,AR12,其他,300000.0,3620973.0,18.051,3.0,6167.0,822,807,0.0,3.0,130.0,390000.0,390000.0,0.03185,6779.0,0.0,20432.0,0.0,6779.0,193635.0,0.0,0.0,1283259.259,2900124.829,1000000.0,5183384.088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0
1037965,19.0,61.0,女,0.0,未知,未知,碩士,1.北區,1.北區,0.0,0,19198.0,17.0,20000801,1,1,1,5,8350000,390000,2200000,2270000,3490000,0,59,48,11,0,3,35,4,17,0,0,1,0,0,5,2,2,4,3,0,0,0,0,0,2019-07-22,AR12,服務業,0.0,40057382.0,19.414,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7595891.772999999,18589067.2,18747294.204,44932253.177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
1008222,23.0,54.0,女,0.0,非高度專業服務業,未知,大學,1.北區,1.北區,0.0,0,11792.0,17.0,19960304,1,1,0,3,4000000,340000,400000,200000,3050000,0,32,24,8,0,2,19,2,9,0,0,0,0,0,3,2,3,2,1,0,1,1,1,1,2019-07-22,AR12,其他,0.0,5387071.0,23.823,5.0,0.0,0,0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,224180.0,1729584.0,12.9615,1058126.0,0.0,1272000.0,0.0,4038005.328,731575.8,0.0,4769581.1280000005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
7901030,4.0,49.0,男,2.0,電腦電子業,已婚,碩士,1.北區,1.北區,0.0,0,92470.0,43.0,20150817,1,0,0,2,90000,90000,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-07-22,FD13,資訊業,3600000.0,1179947.0,4.371,5.0,0.0,0,0,0.0,0.0,220.0,0.0,0.0,0.0,1687.0,3151.0,3151.0,100.0,1687.0,0.0,18678000.0,0.0,357437.484,1279000.0,0.0,1636437.4840000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0
1030440,20.0,64.0,女,0.0,自由業、攤販,已婚,高中職,3.南區,3.南區,0.0,0,89461.0,6.0,19991227,1,1,1,5,4710000,1110000,1750000,20000,1830000,0,40,29,11,0,1,14,5,20,0,0,0,0,0,5,1,3,4,3,0,0,0,0,0,2019-07-22,BL10,家管,230000.0,13347328.0,20.011,3.0,0.0,0,0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669864.574,12580800.0,0.0,16250664.574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
3988653,5.0,61.0,女,0.0,製造業,未知,大學,1.北區,1.北區,0.0,0,74021.0,1.0,20140214,1,1,0,4,680000,50000,0,0,620000,0,7,1,6,0,2,0,3,2,0,0,0,0,0,4,2,0,3,1,0,1,1,1,1,2019-07-22,BL10,製造業,2000000.0,8644776.0,17.796,5.0,2000.0,21.0,803,803.0,9.0,1000.0,630000.0,1000000.0,0.00199,0.0,0.0,500.0,0.0,0.0,1006070.0,0.0,0.0,1191499.252,7636767.54,7000000.0,15828266.792,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1
967598,22.0,42.0,女,0.0,證券及期貨業,未知,大學,1.北區,1.北區,0.0,0,98764.0,1.0,19970428,1,1,1,1,40000,40000,0,0,0,0,33,32,1,0,3,30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2019-07-22,FR52,商業,300000.0,190078.0,22.672,5.0,0.0,0,0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33555.387,137000.0,0.0,170555.387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0
1742969,18.0,55.0,女,0.0,進出口貿易業,未知,未知,1.北區,1.北區,0.0,0,11792.0,17.0,20011008,1,1,0,4,270000,80000,0,190000,0,0,15,10,5,0,1,10,4,0,0,0,0,0,0,4,1,0,4,0,0,1,1,1,1,2019-07-23,AR12,其他,900000.0,3320299.0,18.228,5.0,0.0,0,0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305252.535,2910860.0,0.0,3216112.535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0
8173,9.0,50.0,女,2.0,營造業,已婚,專科,3.南區,3.南區,0.0,1,99999991.0,54.0,20100625,1,1,1,2,260000,260000,0,0,0,0,3,0,2,1,2,0,1,0,0,0,1,0,0,2,2,0,1,0,0,1,1,1,1,2019-07-23,AR12,其他,450000.0,1352507.0,9.514,4.0,66199.0,822,012,12.0,8.0,120.0,250000.0,250000.0,0.35543,51267.0,81225.0,141155.0,57.54313000000001,51267.0,186251.0,0.0,0.0,344920.406,383000.0,1072381.114,1800301.52,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0
1025795,27.0,52.0,女,0.0,醫院,已婚,高中職,未知,未知,0.0,0,82882.0,9.0,19920702,0,1,0,2,1270000,250000,700000,10000,310000,0,12,8,4,0,3,6,1,2,0,0,1,0,0,2,1,1,1,1,0,1,1,1,1,2019-07-23,AE01,其他,500000.0,1495985.0,27.495,5.0,91414.0,021,0,0.0,3.0,150.0,98000.0,150000.0,0.89054,97887.0,128287.0,200912.0,63.85233,97887.0,102650.0,0.0,0.0,1297066.356,50000.0,0.0,1347066.356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
5720813,27.0,53.0,女,0.0,未知,未知,高中職,1.北區,1.北區,0.0,0,78452.0,24.0,19921014,1,1,0,4,620000,240000,350000,40000,0,0,16,8,8,0,2,9,3,2,0,0,1,0,0,4,2,3,3,0,0,0,0,0,0,2019-07-23,FG65,其他,0.0,3703438.0,27.212,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635992.2220000001,3558960.2,0.0,4194952.422,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
989653,27.0,59.0,女,0.0,醫院,未知,大學,1.北區,1.北區,0.0,0,38441.0,9.0,19920706,1,1,1,3,340000,320000,0,20000,0,0,14,9,5,0,6,5,2,1,0,1,1,1,0,3,3,0,2,0,0,1,1,1,1,2019-07-23,DE51,醫院,0.0,2074315.0,27.484,3.0,237041.0,017,0,0.0,5.0,168.0,210000.0,210000.0,0.97337,250226.0,405235.0,499837.0,81.07343,250226.0,243527.0,0.0,17.09072,300796.307,2320116.4,500000.0,3120912.707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
145,19.0,46.0,女,0.0,金融業,未知,碩士,1.北區,1.北區,1.0,1,77779.0,2.0,20000426,1,1,1,6,1010000,880000,0,40000,90000,0,56,39,17,0,6,21,10,19,0,0,1,1,1,6,6,0,10,1,0,1,1,1,1,2019-07-23,FG75,金融業,700000.0,1446202.0,20.289,5.0,126088.0,017,808,17.0,9.0,400.0,569000.0,569000.0,0.34347,6446.0,34988.0,206054.0,16.98001,129234.0,367098.0,0.0,0.0,1008450.186,267466.4,320760.0,1596676.586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
1029491,15.0,39.0,女,0.0,未知,未知,碩士,1.北區,1.北區,0.0,0,62766.0,40.0,20041117,1,1,1,5,950000,940000,0,20000,0,0,31,25,6,0,2,16,4,9,0,0,0,0,0,5,2,0,4,0,0,1,1,1,1,2019-07-23,AL08,批發、零售業,0.0,4981150.0,15.12,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170614.313,2000000.0,0.0,2170614.313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
1040384,12.0,69.0,男,2.0,營造業,已婚,未知,1.北區,1.北區,0.0,0,19417.0,47.0,20070523,1,0,0,5,660000,510000,0,140000,0,0,11,6,5,0,1,6,4,0,0,0,0,0,0,5,1,0,4,0,0,1,1,1,1,2019-07-23,BL11,退休,400000.0,2807822.0,18.065,4.0,1719.0,808,0,0.0,2.0,120.0,50000.0,120000.0,0.26369000000000004,0.0,0.0,0.0,0.0,0.0,6519.0,0.0,0.0,602976.566,2662041.64,0.0,3265018.206,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1
10406,26.0,36.0,男,0.0,金融業,未知,碩士,1.北區,1.北區,0.0,1,84978.0,45.0,19930205,1,1,1,8,800000,610000,120000,0,60000,0,33,11,21,1,6,12,9,6,0,0,1,1,1,8,6,6,9,1,0,0,0,0,0,2019-07-23,FG12,金融業,1500000.0,1542153.0,26.902,5.0,236700.0,103,021,103.0,12.0,200.0,500000.0,500000.0,0.70934,226467.0,71697.0,493213.0,14.53672,226467.0,333689.0,5656000.0,0.0,920776.528,347463.909,222552.0,1490792.437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
1102149,15.0,26.0,男,0.0,未知,未知,碩士,1.北區,1.北區,0.0,0,88388.0,41.0,20041011,1,1,1,3,1790000,50000,620000,20000,1100000,0,29,23,6,0,1,14,2,12,0,0,0,0,0,3,1,2,2,1,0,1,1,1,1,2019-07-23,BL10,學生,0.0,2387676.0,15.22,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712589.139,398459.927,1833844.0,3944893.066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
7362317,7.0,27.0,男,0.0,未知,未知,大學,1.北區,1.北區,0.0,0,99999991.0,9.0,20120828,1,1,0,2,410000,410000,0,0,0,0,3,0,3,0,2,0,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,1,1,2019-07-23,AE01,軍人、警察、消防人員,0.0,389332.0,7.341,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.26298,407363.774,50000.0,0.0,457363.774,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0
1037965,19.0,61.0,女,0.0,未知,未知,碩士,1.北區,1.北區,0.0,0,19198.0,17.0,20000801,1,1,1,5,8350000,390000,2200000,2270000,3490000,0,59,48,11,0,3,35,4,17,0,0,1,0,0,5,2,2,4,3,0,0,0,0,0,2019-07-23,AL01,服務業,0.0,40057382.0,19.414,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7595891.772999999,18589067.2,18747294.204,44932253.177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3627411,5.0,55.0,女,0.0,製造業,已婚,大學,3.南區,3.南區,0.0,0,59915.0,52.0,20140408,1,0,0,3,10000,0,0,10000,0,0,4,1,3,0,1,0,2,1,0,0,0,0,0,3,1,0,2,0,0,1,1,1,1,2019-07-23,AC12,政府機關,0.0,902897.0,5.728,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13686.232,1156070.4,0.0,1169756.632,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
3627411,5.0,55.0,女,0.0,製造業,已婚,大學,3.南區,3.南區,0.0,0,59915.0,52.0,20140408,1,0,0,3,10000,0,0,10000,0,0,4,1,3,0,1,0,2,1,0,0,0,0,0,3,1,0,2,0,0,1,1,1,1,2019-07-23,AL09,政府機關,0.0,902897.0,5.728,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13686.232,1156070.4,0.0,1169756.632,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
7199,9.0,40.0,女,1.0,醫院,已婚,大學,1.北區,1.北區,1.0,1,94041.0,10.0,20100519,1,1,1,4,440000,20000,0,430000,0,0,5,0,5,0,1,0,4,0,0,0,0,0,0,4,1,0,4,0,0,1,1,1,1,2019-07-24,FG65,醫院,600000.0,989384.0,11.261,4.0,0.0,0,0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441677.571,525568.8,0.0,967246.371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1
8053968,6.0,53.0,男,2.0,進出口貿易業,未知,大學,1.北區,1.北區,0.0,0,74101.0,59.0,20130304,1,0,0,7,1990000,0,0,1990000,0,0,8,1,7,0,1,0,6,1,0,0,0,0,0,7,1,0,6,0,0,1,1,1,1,2019-07-24,BL03,進出口貿易業,1200000.0,7491001.0,6.823,5.0,105015.0,13.0,822,0.0,9.0,400.0,350000.0,400000.0,0.22839,0.0,0.0,0.0,0.0,0.0,459798.0,3500000.0,0.0,4337756.853,484796.4,1816897.1,6639450.352999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0
1407703,13.0,53.0,女,2.0,餐旅業,已婚,專科,1.北區,1.北區,0.0,0,11792.0,17.0,20060321,1,1,0,4,300000,290000,0,10000,0,0,5,1,4,0,1,0,3,1,0,0,0,0,0,4,1,0,3,0,0,1,1,1,1,2019-07-24,AR12,餐旅業,1020000.0,4022991.0,13.777,5.0,177055.0,013,822,13.0,2.0,200.0,180000.0,200000.0,0.59307,255536.0,296201.0,688567.0,43.01702,255536.0,298541.0,3603000.0,0.0,347433.389,3714079.0,0.0,4061512.389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
8053968,6.0,53.0,男,2.0,進出口貿易業,未知,大學,1.北區,1.北區,0.0,0,74101.0,59.0,20130304,1,0,0,7,1990000,0,0,1990000,0,0,8,1,7,0,1,0,6,1,0,0,0,0,0,7,1,0,6,0,0,1,1,1,1,2019-07-24,BL17,進出口貿易業,1200000.0,7491001.0,6.823,5.0,105015.0,13.0,822,0.0,9.0,400.0,350000.0,400000.0,0.22839,0.0,0.0,0.0,0.0,0.0,459798.0,3500000.0,0.0,4337756.853,484796.4,1816897.1,6639450.352999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1
975616,17.0,62.0,女,1.0,自由業、攤販,已婚,專科,1.北區,1.北區,0.0,0,37225.0,19.0,20021112,1,0,0,3,3710000,60000,1900000,380000,1370000,0,47,36,11,0,1,17,2,27,0,0,0,0,0,3,1,4,2,4,0,1,1,1,1,2019-07-24,FG21,家管,2400000.0,7266419.0,17.133,5.0,0.0,013,814,0.0,4.0,80.0,150000.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,216003.0,0.0,0.0,3604503.632,1455474.57,3623731.94,8683710.142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
8053968,6.0,53.0,男,2.0,進出口貿易業,未知,大學,1.北區,1.北區,0.0,0,74101.0,59.0,20130304,1,0,0,7,1990000,0,0,1990000,0,0,8,1,7,0,1,0,6,1,0,0,0,0,0,7,1,0,6,0,0,1,1,1,1,2019-07-24,BL07,進出口貿易業,1200000.0,7491001.0,6.823,5.0,105015.0,13.0,822,0.0,9.0,400.0,350000.0,400000.0,0.22839,0.0,0.0,0.0,0.0,0.0,459798.0,3500000.0,0.0,4337756.853,484796.4,1816897.1,6639450.352999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1
9212367,4.0,41.0,男,0.0,非高度專業服務業,已婚,大學,1.北區,1.北區,1.0,1,82882.0,9.0,20150702,1,1,1,5,2720000,610000,0,800000,1310000,0,21,12,9,0,2,6,5,8,0,0,0,0,0,5,2,0,5,2,0,1,1,1,1,2019-07-24,FG11,自由業、攤販,500000.0,3337009.0,5.131,5.0,72706.0,013,808,13.0,7.0,120.0,400000.0,400000.0,0.06544,153566.0,71065.0,229826.0,30.92122,153566.0,1111106.0,22054000.0,0.0,2559843.004,1984728.864,0.0,4544571.868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0
1676147,17.0,44.0,女,1.0,金融業,未知,碩士,1.北區,1.北區,1.0,1,77779.0,2.0,20020606,1,1,1,4,590000,500000,0,90000,0,0,7,0,7,0,3,0,4,0,0,0,1,0,1,4,3,0,4,0,0,1,1,1,1,2019-07-24,FG32,金融業,800000.0,809575.0,19.503,5.0,31869.0,012,812,12.0,9.0,200.0,250000.0,250000.0,0.02949,9638.0,65747.0,71935.0,91.39779,9638.0,1080779.0,3055000.0,0.0,562078.945,53000.0,0.0,615078.945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0
522754,19.0,43.0,女,0.0,電腦電子業,未知,碩士,1.北區,1.北區,0.0,0,74101.0,59.0,20000209,1,1,1,5,30000,0,0,20000,0,0,6,1,5,0,2,0,4,0,0,0,0,0,0,5,1,0,4,0,0,1,1,1,1,2019-07-24,BL10,資訊業,1100000.0,1507713.0,19.891,5.0,4626.0,012,810,12.0,10.0,300.0,360000.0,360000.0,0.00293,1320.0,3900.0,6160.0,63.31169000000001,1320.0,1577715.0,0.0,0.0,16316.085,1760016.437,0.0,1776332.522,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,1
8053968,6.0,53.0,男,2.0,進出口貿易業,未知,大學,1.北區,1.北區,0.0,0,74101.0,59.0,20130304,1,0,0,7,1990000,0,0,1990000,0,0,8,1,7,0,1,0,6,1,0,0,0,0,0,7,1,0,6,0,0,1,1,1,1,2019-07-24,BL16,進出口貿易業,1200000.0,7491001.0,6.823,5.0,105015.0,13.0,822,0.0,9.0,400.0,350000.0,400000.0,0.22839,0.0,0.0,0.0,0.0,0.0,459798.0,3500000.0,0.0,4337756.853,484796.4,1816897.1,6639450.352999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1
589770,20.0,42.0,女,2.0,自由業、攤販,未知,未知,1.北區,1.北區,0.0,0,62784.0,14.0,19991110,1,0,0,2,340000,310000,0,30000,0,0,6,4,2,0,1,4,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2019-07-25,FG12,製造業,200000.0,868476.0,20.139,5.0,0.0,0,0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410338.671,1350334.08,0.0,1760672.751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4130,15.0,39.0,女,0.0,金融業,未知,大學,2.中區,2.中區,0.0,1,98063.0,30.0,20040412,1,1,1,5,670000,0,560000,110000,0,0,66,55,11,0,7,46,6,7,0,0,1,1,1,5,2,3,6,0,0,1,1,1,1,2019-07-25,FG75,其他,450000.0,1141259.0,15.717,3.0,173963.0,822,0,0.0,2.0,150.0,105000.0,150000.0,0.92809,153818.0,288867.0,448553.0,64.39975,153818.0,187441.0,0.0,0.0,669278.2170000001,483816.2,0.0,1153094.417,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1
8053936,6.0,59.0,女,0.0,退休,未知,大學,1.北區,1.北區,1.0,0,74101.0,59.0,20130304,1,1,1,9,2180000,0,0,650000,1530000,0,18,7,11,0,2,2,8,6,0,0,0,0,0,9,2,0,8,1,0,1,1,1,1,2019-07-25,FG12,家管,17060000.0,21884055.0,6.823,5.0,17883.0,803.0,013,822.0,8.0,1500.0,310000.0,1500000.0,-0.03342,60140.0,31962.0,110298.0,28.97786,60140.0,-535162.0,20835000.0,0.0,1926236.948,18901364.2,15894041.215999998,36721642.364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
1209848,6.0,51.0,女,2.0,金融業,未知,碩士,1.北區,1.北區,0.0,1,43500.0,59.0,20130221,1,1,0,9,320000,320000,0,0,0,0,18,0,18,0,3,0,15,0,0,0,1,0,1,9,3,0,15,0,0,1,1,1,1,2019-07-25,FG12,金融業,2800000.0,702308.0,20.745,5.0,62641.0,808.0,812,808.0,8.0,500.0,1000000.0,1000000.0,0.0528,51341.0,25709.0,249300.0,10.31247,51341.0,1186339.0,33874000.0,0.0,528683.843,323000.0,0.0,851683.843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0
